Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
268868046463126,Beacon Center of Tennessee,BEACON CENTER OF TENNESSEE,≤100
97736029457,Saint Paul Public Library,Saint Paul Public Library,≤100
192015461630968,Supporting Our Brave Veterans,James Brian Plouf,216
122773549121265,President Trump for Nobel Peace Prize 2020,Tarek None Kteleh,≤100
22772811939,Goodwill of Greater Washington,These ads ran without a disclaimer,≤100
285896596755,Fight the New Drug,These ads ran without a disclaimer,≤100
107022977597495,Step Down Scott Morrison,These ads ran without a disclaimer,≤100
103296051151726,Ken Corry for Brown County Board Supervisor - District 6,Kenneth Raymond Corry,≤100
120010311412566,Prescott College,These ads ran without a disclaimer,≤100
35400772264,The ButtKicker,These ads ran without a disclaimer,≤100
269779809772303,EBJInCongress,EDDIE BERNICE JOHNSON FOR CONGRESS,≤100
399366360669553,Jamaal Bowman for Congress,Bowman For Congress,≤100
123041607822419,Learn Russian in the European Union,These ads ran without a disclaimer,≤100
100369351457884,Black People Don't Do Art,These ads ran without a disclaimer,≤100
101162851267986,US Programs And Benefits,US Programs And Benefits,≤100
70242384902,The WorldPost,The WorldPost,≤100
2110554565703964,Eric Morrison for State Representative,Friends of Eric Morrison,≤100
101401179944527,Mona Foundation,MONA FOUNDATION,≤100
176398092558933,Joe Baldacci,Joseph M. Baldacci,≤100
332905134021585,Joe Harding for State Representative,Joe Harding for State Representative,≤100
391336611038536,Necessary Anywhere,These ads ran without a disclaimer,≤100
396444011105310,小鳥醫生 Dr. Uccello,These ads ran without a disclaimer,≤100
101591551371555,Fire Mitch. Save America.,SAVE AMERICA FUND,408
16644371671,Illinois Coalition for Immigrant and Refugee Rights,ILLINOIS COALITION FOR IMMIGRANT AND REFUGEE RIGHTS,≤100
111884260394948,Holliday for Shawnee Supervisor,Holliday for Supervisor,≤100
362816767560044,McKinsey on Government,These ads ran without a disclaimer,≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,930
116103198461511,North Shore Animal League America,"NORTH SHORE ANIMAL LEAGUE AMERICA, INC.",≤100
2255535767896743,Mark Robinson for N.C.,Mark Robinson for NC,≤100
310003665764536,Representative Steve Eliason,Steven Allen Eliason,≤100
50576707351,Republican State Leadership Committee,Republican State Leadership Committee,2425
312502872211924,Culture Flock,Culture Flock,≤100
100979658210534,टीम मनोज चौधरी लोक सभा मथुरा,These ads ran without a disclaimer,≤100
346487908720235,Gordon Hintz,Office of State Representative Gordon Hintz,≤100
22984054572,Numi Organic Tea,Numi Organic Tea,≤100
722948231456190,Right to a Free and Authentic Election,These ads ran without a disclaimer,≤100
103694317846862,Making Congress Great Again,Making Congress Great Again,≤100
102283527802562,Daniel Brock for Circuit Judge,Daniel Brock for Circuit Judge Campaign,≤100
100470114725701,WI4Patients,Kelcey Elizabeth Batzer,1911
104231691204802,PollMask,These ads ran without a disclaimer,≤100
100196921562188,Everyday Benefits,These ads ran without a disclaimer,≤100
105623264255576,Ben Grant for State Representative,Committee to Elect Ben Grant,≤100
126694924050678,Xavier Becerra,Becerra for Attorney General 2022,293
101484004668711,The Week Junior US,These ads ran without a disclaimer,≤100
101336841260036,The Christie Institute for Public Policy,The Christie Institute for Public Policy Inc.,≤100
13187955196,Young Americans for Liberty,Young Americans for Liberty,≤100
102685161369380,Michael Ford for Oshkosh City Council,Michael Richard Ford,184
127463523960191,Lincolnwood Resort,These ads ran without a disclaimer,≤100
181813995726,Avalara,"AVALARA, INC.",≤100
156392276602,Strong Towns,Strong Towns,≤100
53541257714,The Arc of the United States,"ARC OF THE UNITED STATES, INC., THE",470
235979110617339,Real Truth and Power,Everett Mitchell Winchester,≤100
174009339411865,SmartNews,"SmartNews International, Inc.",1046
102206620458674,Leaders Igniting Transformation,"Leaders Igniting Transformation Action Fund, Inc.",8067
151757038879920,Alyse Galvin for Congress 2020,ALYSE FOR ALASKA,107
9514417573,David N. Cicilline,CICILLINE COMMITTEE,≤100
846088015412976,The Catholic University of America - Busch School of Business,These ads ran without a disclaimer,≤100
173062966431046,Power California,Power CA Business Account,≤100
417542331752173,Message,Timothy Bruce Dannunzio,≤100
27461595703,Carbonfund.org Foundation,829 Studios LLC,≤100
101422711355357,Erich Cole For County Commissioner District 4,Erich Franklin Cole,≤100
2210526272503643,DR. CLIFF "DK" KELLY,These ads ran without a disclaimer,≤100
180396722015199,Reporters Without Borders (RSF USA),REPORTERS WITHOUT BORDERS INCORPORATED,≤100
1384851255093737,Truly Catholics,These ads ran without a disclaimer,≤100
102214737918980,Jasmine for City Council,Jasmine Annette Wilson,≤100
35715544220,Stand.earth,STAND,≤100
27921718997,Harris County Democratic Party,Harris County Democratic Party,≤100
165858562140,Western Resource Advocates,Western Resource Advocates,≤100
273242612696824,Fresno County Young Democrats,Fresno County Young Democrats,≤100
113892789980948,Vipan Bajwa,Vipan Bajwa for State Assembly 2020,≤100
324785111015146,The Reformed Constitutionalist,Michael John Cuellar,≤100
300103172268,Pacific Battleship Center - Battleship USS Iowa,Jonathan Thompson Williams,≤100
111663158887300,Tacoma Rescue Mission,"RESCUE MISSION, THE",≤100
100803134876243,Follow Your Own Star,Cindy None Dao,≤100
112611746799030,0-out,These ads ran without a disclaimer,≤100
289213691238937,Thrasher Coffee,These ads ran without a disclaimer,≤100
143986912311328,University of Vermont Continuing and Distance Education,University of Vermont,245
499379343409991,Impact Fund,"IMPACT FUND, THE",≤100
15382806813,eHealth,These ads ran without a disclaimer,≤100
112726036750149,American Team Republicans,AMERICAN TEAM - Republican Party Shop,≤100
561902610847292,sea.citi,SEATTLE INITIATIVE THROUGH TECHNOLOGY AND INNOVATION,≤100
106186067587518,Bob McCluskey,Friends of Bob McCluskey,≤100
101865561191961,Ron Falconi for State Senate,Friends of Ron Falconi,≤100
115371986580371,EllipsisWit,EllipsisWit,≤100
110885350426305,Tonight's News Headlines,Jared Douglas Jones,208
654671537880859,ArtProfileratx,ArtProfiler,≤100
175862952587855,"Global Oceanic Designs, Inc.",Kenneth Wayne Welch,≤100
475055352588930,Respect NM Women,Respect NM Women,≤100
108640580619154,Claire Gustafson for Congress,CLAIRE GUSTAFSON FOR CONGRESS 2020,≤100
73478266116,SoulPancake,SoulPancake,≤100
907919839243616,My Faith Votes,My Faith Votes,≤100
378081716007249,Idiocracy News Media,Idiocracy News Media,≤100
1470486296612700,Kim Foxx for Cook County State's Attorney,Friends for Foxx,≤100
103307974592561,Savvy Life Tips,Savvy Life Tips,≤100
110828540445222,Air Purifiers Pro,These ads ran without a disclaimer,≤100
183659505014434,Haiti Outreach,These ads ran without a disclaimer,≤100
151052828298314,Seth J. Frantzman,These ads ran without a disclaimer,≤100
566694687064566,Hartford Funds,These ads ran without a disclaimer,≤100
74508408221,Dr. Joanne Bagshaw,"Joanne Bagshaw, PhD, LCPC",≤100
110959047037872,State Committeewoman Jen Cunningham,Red Massachusetts Grassroots Action,≤100
240615190244,Young Invincibles,Young Invincibles,≤100
352134661647885,Clover Lane Blog,These ads ran without a disclaimer,≤100
1431240990520150,Chevalier for Family Court Judge 2020,Committee to Elect Yvette Chevalier,≤100
107757647374537,Be Vocal Speak Up,These ads ran without a disclaimer,≤100
431734080269036,Education For Conservation,Education For Conservation,≤100
1890310697860682,Chicago Community Bond Fund,Matthew James Mcloughlin,≤100
109563677267152,Eric Lindell for County Board Supervisor District 6,Eric Joseph Lindell,≤100
107350540606692,Conversations and Perspectives,These ads ran without a disclaimer,≤100
7976226799,The Daily Show,Comedy Central,3888
314121315788033,Stand with Parkland,Stand With Parkland,≤100
110663547077481,Eva Dina Delgado for State Representative,Friends For Eva Dina Delgado,≤100
102563234678781,Meewzy The Cat,Craig Loren Atkins,≤100
1719618084947050,"Senator Ed Harbison, 15th District",Georgia State Senate,≤100
188130156724,Pittsburgh UNITED,PITTSBURGH UNITED,≤100
502528666480497,Kiss The Ground,KISS THE GROUND,≤100
53674651369,Susan B. Anthony List,Women Speak Out PAC,≤100
278799112231915,Sue-Ham,Sulondia Renice Hammond,≤100
192609620649,The University of Chicago,The University of Chicago,≤100
101455931403422,Support WE Schools,Willoughby Eastlake Levy Committee,≤100
382921425123658,"Rick Ardito, CPA",These ads ran without a disclaimer,≤100
112573050368125,Spangled Life,Spangled Life,≤100
104673551044684,Republicans 2020,Rep Republican,≤100
102617961152741,Barbara Bollier,BOLLIER FOR KANSAS,181
365120541012571,Bountiful4Bernie,Thomas Patrick Calarco,≤100
466272080089790,Denton County Commissioner Hugh Coleman,Hugh Coleman Campaign,≤100
112621057029615,Stay Home Save Lives,"Stay Home, Save Lives",583
1442060186009498,Mayor Randy Meyer,Randall James Meyer,≤100
431854443647853,Mr Brews Taphouse - Plover,These ads ran without a disclaimer,≤100
1467598083570710,Dearborn Heights 48125 East,Suzanne Marie Todd,≤100
104807787699037,"YES on G - Strong Schools, Strong Brea","Community for Brea Students and Schools, Yes on Measure G, FPPC# 1423405.",≤100
994799853959774,Charlene Laurece,These ads ran without a disclaimer,≤100
408526523045391,Mammoth Nation,Mammoth Nation,≤100
107889174135541,David Malisow for Delavan's 3rd District Alderman,Deborah A Malisow,≤100
491430887697787,Martin McLaughlin,Martin McLaughlin for State Representative,≤100
707778746066140,Democratic Party of Green County,Democratic Party of Green County,128
2068143630136254,IOOGO Tax,Josue E Alballero Constanza,≤100
69118604016,Carnegie Institution for Science,Carnegie Institution for Science,≤100
1119772434869253,Comedy Comedy,Avery William Sommerfeld,≤100
113170000245675,Antiques Restoration,These ads ran without a disclaimer,≤100
184373328845372,Gigi Raffe,Gigi Raffe,116
101095043361,Americans United for Life,AMERICANS UNITED FOR LIFE,≤100
183424985463330,Joe Cunningham,JOE CUNNINGHAM FOR CONGRESS,≤100
157810487611661,Freethink,Freethink,≤100
107072750820588,Maggie's Tees,Carole Anne Knaus,≤100
2506164482781465,Small Business Pharmacies Aligned for Reform,Small Business Pharmacies Aligned for Reform,≤100
102362528049222,Friday Night Jiu Jitsu,These ads ran without a disclaimer,≤100
564322840393011,Threshold Podcast,These ads ran without a disclaimer,≤100
460134787357280,Our Health Oregon,OAHHS,≤100
319874761377983,Daniel Davis Clayton for House District 100,Daniel Davis Clayton Campaign,≤100
315995348904534,Cottie for State Assembly,Petrie-Norris for Assembly 2020 FPPC ID #1414368,≤100
130196227157534,American Forum For Israel,Eugene Lekakh,≤100
232667350731997,Lill Twinn x Mizzy Coke,These ads ran without a disclaimer,≤100
51533142540,Public Advocate of the U.S.,PUBLIC ADVOCATE OF THE US,≤100
133913826633461,Grassroot Institute of Hawaii,Grassroot Institute of Hawaii,≤100
104917337724086,Mary Ann Rzeszutek for Alderwoman,Mary Ann None Rzeszutek,≤100
1023698444330392,The Tylt,The Tylt,192
1543830612580575,Beesponsible,Beesponsible,≤100
101811181224200,Schmick 2020,Justin W Schmick,≤100
134956813238021,My Stupid Page,Ronald John Gembic,≤100
169219579773008,Voices Of Community Activists & Leaders (VOCAL-NY),VOICES OF COMMUNITY ACTIVISTS & LEADERS,≤100
481331019059116,The Published Reporter,The Published Reporter,≤100
18479402361,No Kid Hungry,No Kid Hungry,526
858595230876016,arch out loud,Architecture Out Loud LLC,≤100
109617800644354,Females First,Dominique Rose Sottile,≤100
162019154641651,Deliver Liberty,Deliver Liberty,≤100
191975737491988,Jennifer Wexton,WEXTON FOR CONGRESS,≤100
1572502799562028,Rep. Lauren Underwood,Representative Lauren Underwood,≤100
108748565833974,Purpose,These ads ran without a disclaimer,≤100
280763772317023,Bowl Faced Liar,Will Joseph Schreiber,≤100
718597098303273,Rrdragon,These ads ran without a disclaimer,≤100
736644256431629,Congressman Glenn Grothman,The Office of Rep. Glenn Grothman,335
559809710852494,Mary Mawhinney Rock County Supervisor District 4,Kristin R Jewett,≤100
148079402585789,Roxbury Prep Roslindale,361 Belgrade LLC,≤100
338855069522459,Im Tirtzu,Im Tirtzu,≤100
101183127996396,Four Is Enough,PACRONYM,57384
173345522694004,Southern Maine Workers' Center,Southern Maine Workers Center,≤100
630718673748746,Women for America First,Women for America First,≤100
105175422857231,Association of American Railroads,ASSOCIATION OF AMERICAN RAILROADS,≤100
27139120832,Advancing Native Missions,Advancing Native Missions,≤100
155772097961865,Nelda Speaks For Arkansas State Representative District 100,Speaks for State Representative,≤100
7962229886,Environmental Working Group,ENVIRONMENTAL WORKING GROUP,427
109712673845685,Alliance for Charitable Excellence,Alliance for Charitable Excellence,≤100
111387737042755,Jimmy Stewart for Recorder,Jimmy Stewart for Recorder,≤100
110145697189903,Elect Donini Scioto County Commissioner,Marty V Donini,≤100
106557934225461,Bellbrook Vote For 9,Citizens For Sugarcreek Schools,≤100
1571453109770170,Reclaim The American Dream,Reclaim The American Dream,≤100
519590768083165,Abby Finkenauer for Congress,FINKENAUER FOR CONGRESS,123
104175091136998,Clarke for Shorewood Schools,Friends of Clarke Warren,≤100
664770743730817,Dan Feehan for Congress,FRIENDS OF DAN FEEHAN,≤100
1574798316155176,Dane County Young Republicans,Nikolaus Peter Rettinger,≤100
358345794906955,Texas 2036,Texas 2036,≤100
1655317144553574,Major Williams of Pasadena,Major Williams for Mayor of Pasadena 2020,≤100
758857317850758,Urban Farm Academy,Brandon Edward Youst,≤100
103282114487758,Charles Schellpeper for Alderman,Charles Roger Schellpeper,≤100
103646064618386,The Judge Show - James Judge,James Patrick Judge Jr.,≤100
105558148606,Christian Alliance for Indian Child Welfare,Elizabeth Sharon Morris,≤100
152759126824,Enbridge,Enbridge Inc.,3236
341715643214947,The Last House Standing,Joseph George Siegal,≤100
28446275521,Military Officers Association of America (MOAA),Military Officers Association of America,≤100
120033459395604,Beasame Store,These ads ran without a disclaimer,≤100
176948333989,Jakara Movement,These ads ran without a disclaimer,≤100
112041183486666,Project Sunshine,ACRONYM,13341
109968057082674,Dr. Nancy Lawther,"Dr. Nancy Lawther, Non-Partisan, for Miami-Dade School Board District 9",≤100
1951546235101796,Leo Dunson,Leo Louis Dunson,≤100
208872873173211,Truckers.com,"Small Business in Transportation Coalition, Inc.",≤100
372799605421,DeSmog,DeSmog,≤100
122671561263552,Committee for Better Banks,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",≤100
136143070303933,Kevin Nicholson,Kevin Nicholson,≤100
188216208222299,WandsPro,These ads ran without a disclaimer,≤100
136047226646,Alliance for Retired Americans,ALLIANCE FOR RETIRED AMERICANS,≤100
12876978977,SPCA of Texas,SPCA of Texas,≤100
107012587503818,Roger T. Brown City of Boscobel Common Council 4th Ward Alderperson,These ads ran without a disclaimer,≤100
336086340326258,Uncle Von Funky,These ads ran without a disclaimer,≤100
376695479838990,CrowdSourced Politics,Anthony Charles Straine,≤100
108862184052039,ROMTech,"ROM Technologies, Inc.",≤100
174772265869562,The Adventure Project,These ads ran without a disclaimer,≤100
19342050934,Leadership Institute,LEADERSHIP INSTITUTE INC,≤100
108904064074546,Lityhi Comedically,These ads ran without a disclaimer,≤100
83600052210,Citizens Count,Citizens Count,≤100
97733059647,Nashville Real Estate,These ads ran without a disclaimer,≤100
934438026690635,YouGov,YOUGOV AMERICA INC.,≤100
1754669597959219,Evie,Evie Magazine,≤100
682159641833365,Northland Fence Minnesota,These ads ran without a disclaimer,≤100
534568670214804,NM Comunidades en Acción y de Fé - CAFé,NM COMUNIDADES EN ACCION Y DE FE (CAFE),≤100
115180986557630,The Local Care Project,THE LOCAL CARE PROJECT,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Support Fund Inc,460
116714056428209,Nisha Sharma,NISHA FOR CONGRESS,≤100
158233651450504,The Palestine Institute for Public Diplomacy,The Palestine Institute for Public DIplomacy,≤100
1776783619093477,Think Different Theory,Joshua William Forti,≤100
263192400997017,ment nelson,These ads ran without a disclaimer,≤100
159451857482535,New Mexico Nature Conservancy,Nature Conservancy,≤100
273546779885377,The Gallant Pelham,"The Gallant Pelham, LLC",≤100
506399653159244,Blue Wave Ink,"Niche Market Brands, LLC",≤100
252709368876,The Future of Freedom Foundation,"FUTURE OF FREEDOM FOUNDATION, THE",≤100
301875176553696,Tri-Seven Entertainment,Shavar Malik Ross,≤100
98894532233,Partnership for Safe Medicines,PARTNERSHIP FOR SAFE MEDICINES INC,≤100
155690047804722,Jeanne Morales Attorney,Jeanne Marie Morales,≤100
106245384043438,Tims For Congress,FRIENDS OF DESIREE TIMS,≤100
111967013731903,Goldwind,These ads ran without a disclaimer,≤100
105792987659437,The Hunt,These ads ran without a disclaimer,≤100
510680265702016,Crowned Free,Crowned Free,≤100
284624258565156,Leaders for a Better Community,"Leaders for a Better Community, Inc",3850
108052197409080,tiddybartony,These ads ran without a disclaimer,≤100
577296739109442,Ends & Stems,These ads ran without a disclaimer,≤100
208039172562172,David Lee Roth for President,These ads ran without a disclaimer,≤100
107803440835562,US Hot Gears,Click Wonders,387
100210748175608,Models Against Trafficking,These ads ran without a disclaimer,≤100
42721212591,Environmental Law & Policy Center,ENVIRONMENTAL LAW & POLICY CENTER OF THE MIDWEST INC,≤100
100102888297800,Awesome & Amazing Tees,These ads ran without a disclaimer,≤100
7235567441,Tundra Books,These ads ran without a disclaimer,≤100
403715869999642,Kathy Ellis for Congress,Ellis for Congress,≤100
52563647525,Kyrsten Sinema,SINEMA FOR ARIZONA,≤100
123763762357958,Sean Trambley for Supervisor 2020,Sean Trambley for Supervisor 2020 (FPPC #1420528),≤100
100512968117399,Save A Seabird,These ads ran without a disclaimer,≤100
108111910614278,Planet911,Plane 911,≤100
915319058545299,Nicki Swift,These ads ran without a disclaimer,≤100
111393882812494,Amy McGrath,"AMY MCGRATH FOR SENATE, INC.",2477
96472420073,Moment Magazine,Moment Magazine,≤100
2241915015862570,The Left Ain't Right,These ads ran without a disclaimer,≤100
142442389184637,Scott Oldford,These ads ran without a disclaimer,≤100
1399736660066130,Jews for a Secular Democracy,Society for Humanistic Judaism,≤100
110664123879988,Controversial Meme Stream,These ads ran without a disclaimer,≤100
111143288919034,Kate Brophy McGee - State Senate,Kate Brophy McGee AZ - Senate,≤100
487569614682924,CAPP USA,Yellow Line Productions LLC,≤100
546707688675095,Smart Approaches to Marijuana,SAM Action,≤100
190282358533070,Paul Benson Janesville City Council,Paul Michael Benson,788
1489943574572290,Crux: Taking the Catholic Pulse,These ads ran without a disclaimer,≤100
213254292034436,Out & Equal Workplace Advocates,OUT & EQUAL WORKPLACE ADVOCATES,≤100
29776517202,Second Harvest Heartland,SECOND HARVEST HEARTLAND,≤100
44224524016,American Kidney Fund,"AMERICAN KIDNEY FUND, INC.",117
514446149038714,The Iowa Standard,Jacob Adam Hall,≤100
348602605618510,Invidme,InVidMe,≤100
727999280630051,Mark R. Khalil,These ads ran without a disclaimer,≤100
101702484719372,Aaron von Ehlinger 4 Idaho House 6A,Aaron for Idaho,≤100
173034779386389,Pines International,Ronald Seibold,≤100
100730208232467,Amstaff144,These ads ran without a disclaimer,≤100
112079853689170,Sharp Spender,SharpSender.com,≤100
221439681914095,Clouthub,CloutHub,≤100
464239580297425,Antimicrobials Working Group,John Stover Iv,≤100
1824165801199201,The Fight Against Antimicrobial Resistance,"Paradigm Solutions, LLC",≤100
322044193958,Mike Turner for Congress,Citizens for Turner,≤100
711478725532801,Civiqs,Civiqs,223
1051430974924195,I Love Donald Trump,James R Oddo,≤100
110201667002800,Jewish Republican Alliance,YukoSocial LLC,≤100
108838240704138,Operation Restoration 2020,CITIZENS FOR JADE SIMMONS,≤100
110823813831113,C. Antonio Delgado for Congress,Antonio Delgado for Congress,≤100
196622367084590,Dulcie Taylor,Thomas M Wainman,≤100
153834924819072,Quontic,These ads ran without a disclaimer,≤100
1792966030729641,Wisconsin Leadership Development Project,Wisconsin Leadership Development Project,≤100
952824021723953,Mani Grewal for California Senate District 5,Grewal for State Senate 2020,≤100
80841742978,Adirondack Council,ADIRONDACK COUNCIL (INC),≤100
1941010562619332,Curtis Legacy Foundation,John Edward Graybill,≤100
317667194946264,Ro Khanna,RO FOR CONGRESS INC,159
10897453188,Operation Mobilization - OM USA,"OPERATION MOBILIZATION USA, INC.",≤100
151112618284015,DigDeep,DigDeep Right to Water Project,≤100
1684521571792328,Winners Aren't Losers,These ads ran without a disclaimer,≤100
521465311248005,The New Atlantis,Ari Nicholas Schulman,≤100
292649794717694,The Bulwark,The Bulwark,≤100
1452551204988299,GoReact,Speakworks Inc,≤100
109903167155203,Mimi Rocah for District Attorney,Mimi Rocah for DA,≤100
11162728079,U.S. PIRG,UNITED STATES PUBLIC INTEREST RESEARCH GROUP,≤100
675471506247724,Adair for Congress,ADAIR FOR CONGRESS,≤100
56661991371,Woods Hole Oceanographic Institution (WHOI),Woods Hole Oceanographic Institution,≤100
373691923229975,The Sweet Bee Co.,The Sweet Bee Co.,≤100
164427643612907,Futures Without Violence,Wendi Lea Aarons,≤100
256329137824034,KLASS Cosmetics,These ads ran without a disclaimer,≤100
951706621519703,Stilt,These ads ran without a disclaimer,≤100
313842111853,Patrick McHenry,McHenry For Congress,≤100
100468121518961,La Porte News: By Chuck Rosa,Charles James Rosa,≤100
2195599517186588,Pride,Levi Larry Chambers,≤100
993993890630160,Rep. John Macco,Representative John Macco,278
320738328865866,Arati Kreibich for Congress NJ5,ARATI FOR CONGRESS,≤100
6444807415,Food Allergy Research & Education,Food Allergy Research & Education,≤100
109439817056024,Elect Logan Endow,Friends of Logan Endow,≤100
1639730212934172,"DOVA International Charities, Ltd, 501c3 Non-Profit Charity",Kathleen Louise D'Ovido,≤100
290611681891012,Matt Salka for Commissioner,Matt for County Commissioner,≤100
299816736768175,Waukesha County Democratic Party,Waukesha County Democratic Party,208
100782758062291,Bernie Sanders Beanie,Stephen Alan Twyman,≤100
275947565591,Woods & Woods The Veterans Firm,These ads ran without a disclaimer,≤100
80668957414,GoSili,SiliKids Inc.,≤100
355965375056335,Cariann Bradford for Judge,Cariann Bradford Campaign,≤100
112575266889818,crownedcoreen,These ads ran without a disclaimer,≤100
102619234665360,Rosenquest for Mayor,Christopher Charles Rosenquest,≤100
101145864761466,Mainstreet Middle America,Steven M Rawlings,≤100
354329797956187,The Catholic Association,"The Catholic Association, Inc",≤100
59254639983,Boston Medical Center,These ads ran without a disclaimer,≤100
1696024400616448,VA Disability Legal Guide,These ads ran without a disclaimer,≤100
366081090098354,The Nine,These ads ran without a disclaimer,≤100
102202757894048,Keep America High-tm,Brandon Michael Donofrio,≤100
11234736860,Tom McClintock,McClintock for Congress,≤100
788394134539871,USPS Business,United States Postal Service,219
101790027912408,Vote for Danielle P,Citizens for Danielle M Pascucci,≤100
106630747474687,Nolan Bylenga for State Representative,Nolan Edward Bylenga,≤100
79820371749,Ayanna Pressley,THE COMMITTEE TO ELECT AYANNA PRESSLEY,≤100
395998730952811,Carrie Isaac for Texas HD45,Carrie Isaac for Texas,≤100
109561937133580,Mary Nan Huffman,Friends of Mary Nan Huffman,≤100
115058793196716,Big Tree Pac,Big Tree PAC,≤100
105698674239617,Embed News,Embed News,≤100
344690446467832,The Copper Courier,Courier Newsroom,≤100
121725593970,Susana Martinez,Megan Nicole De La Rosa,≤100
115375976512747,Margaret Stanton McBride,These ads ran without a disclaimer,≤100
137403894741,"Haven of Rest Ministries Akron,OH","HAVEN OF REST MINISTRIES, INCORPORATED",≤100
151617221654821,Natalie Jean,Natalie Jean,≤100
102617961152741,Barbara Bollier,Bollier for Kansas,269
104531197835888,Jman Designs,Joshua E Spisak,≤100
111198783748504,Elect Judge Trevino,Elect Judge Trevino,≤100
107291750775792,The 100 Million,Knight Foundation,≤100
108375560747545,Goswami for County Commissioner,Robert M Mierendorf,≤100
43695969284,Society of Critical Care Medicine (SCCM),SOCIETY OF CRITICAL CARE MEDICINE,≤100
105545537697776,USA Savings 2020,Richard Telfeja,≤100
110398490470951,Stephen Musselman  Progressive for Howard County Circuit Court Judge,Stephen Joseph Musselman,≤100
174982813087480,Adopt-A-Phone,Adopt-A-Phone,≤100
607756062649744,The Syria Campaign,The Syria Campaign,≤100
33110852384,Doctors Without Borders/ Médecins Sans Frontières (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),9962
44951363957,American Enterprise Institute,American Enterprise Institute,≤100
1197202833754637,MedigapPolicies.org,These ads ran without a disclaimer,≤100
83960796709,Institute for Southern Studies,INSTITUTE FOR SOUTHERN STUDIES INC,≤100
2255846891314996,Corn Refiners Association,"corn refiners association, inc",≤100
1072222572917000,Alejandro Hernández - Alcalde 2020,Alejandro Hernández Rivera,≤100
14673807622,Wisconsin Conservation Voters,WISCONSIN LEAGUE OF CONSERVATION VOTERS,4415
107312400892675,The Funny Democrat Doormats,www.Funny.Democrat,≤100
209516845093,NRDC Action Fund,NRDC Action Fund,1217
291787634202205,Illinois Department of Human Services,These ads ran without a disclaimer,≤100
107210084216238,Humanity Forward,Humanity Forward,≤100
20787991568,Senate Democrats,DSCC,8682
29770886815,Marijuana Policy Project,Marijuana Policy Project,252
100357931386029,Chrysta Castañeda for Texas Railroad Commissioner,Chrysta for Texas,≤100
555787351119974,Coalition to Protect America's Health Care,These ads ran without a disclaimer,103
105953890782784,The Factual,The Factual,127
137078141865,Kentucky Democratic Party,Kentucky Democratic Party,≤100
304252657027476,George Buck,"COMMITTEE TO ELECT GEORGE BUCK, PHD",≤100
383677738397139,Association for Accessible Medicines,Association for Accessible Medicines,161
169561162745,The National Wild Turkey Federation,"NATIONAL WILD TURKEY FEDERATION, INC.",≤100
617037072140415,420 Waldos Watch,Time Concepts,≤100
284916992255897,Americans Against Traitors,These ads ran without a disclaimer,≤100
103987634439727,Marilyn Strickland,STRICKLAND FOR WASHINGTON,≤100
19045776114,The Better World Campaign,BETTER WORLD CAMPAIGN,≤100
114019869974920,John Harabedian,John Harabedian for Supervisor,≤100
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,247
487296634750429,Elect Karen Fann,Elect Karen Fann LD1 Senate,≤100
161139847709848,Patriot- People Against Trump Regime In Our Time,Gordon Alan Wincott,≤100
201470373308396,BMO Harris Bank,Shelley L Johnsen,≤100
11309713071,Gates Foundation,Bill & Melinda Gates Foundation,≤100
121034115140,Airstrike,AIRSTRIKE INC,≤100
79355523842,University of the People,University of the People,≤100
2037938779622595,Tina Arias Miller for Democratic Party OC Central Committee - AD 68th Dist.,"Tina Arias Miller Central Committee, AD68 Democratic Party, FPPC#1424994",≤100
251499331992885,VA Claim Pros,These ads ran without a disclaimer,123
108919534006403,Blanchard for Senate,Blanchard for Senate,≤100
106076860804424,1775 Designs Co,These ads ran without a disclaimer,≤100
182620315479,Plan International USA,These ads ran without a disclaimer,≤100
30592180885,Dave Ramsey,These ads ran without a disclaimer,≤100
1419452171541430,Hollander-Waas Jewish Heritage Services,Hollander-Waas Jewish Heritage Services,≤100
103030794489651,Most Girls,These ads ran without a disclaimer,≤100
280267791996700,Conservative Victory Fund,CONSERVATIVE VICTORY FUND,≤100
2365214577056673,Wesley Morgan,Clinton W Morgan,≤100
1030128143683127,Alot Travel,These ads ran without a disclaimer,≤100
23362993101,Center for Immigration Studies,CENTER FOR IMMIGRATION STUDIES,≤100
127225910653607,PragerU,PragerU,3489
115575881551,Chippewa Valley Technical College,Chippewa Valley Technical College,2394
112287913481898,Cindy Banyai for Florida Congressional District 19,FRIENDS OF CINDY BANYAI,≤100
107324970874137,The GREEN Warrior,These ads ran without a disclaimer,≤100
700283120139217,Omar Fateh for MN Senate 62,Omar Fateh Senate Committee,≤100
108186217331098,Vote Like Mad,Vote Like Mad LLC,≤100
83865976093,Truthout,TRUTHOUT,≤100
110307707000646,Captain Corgi,These ads ran without a disclaimer,≤100
100950401414532,State Committeewoman Judy Crocker,Red Massachusetts Grassroots Action,≤100
1561007084146010,All In Together,Priya Kimberly Elangovan,≤100
340130499529623,Mark Snyder-Radio TV Newspaper Web Writer Editor Host,These ads ran without a disclaimer,≤100
