question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,answer,candidate_name,candidate_party,pct
119385,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:02,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Bloomberg,Michael Bloomberg,DEM,51.0
119385,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:02,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Trump,Donald Trump,REP,32.0
119386,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:02,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Buttigieg,Pete Buttigieg,DEM,54.0
119386,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:02,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Trump,Donald Trump,REP,33.0
119387,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:02,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Klobuchar,Amy Klobuchar,DEM,54.0
119387,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:02,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Trump,Donald Trump,REP,31.0
119388,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:03,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Sanders,Bernard Sanders,DEM,59.0
119388,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:03,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Trump,Donald Trump,REP,31.0
119389,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:03,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Warren,Elizabeth Warren,DEM,57.0
119389,64651,2020,California,568,YouGov,603,Stanford University,YouGov,391,YouGov,B-,1507,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/2/20 11:03,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,general,Trump,Donald Trump,REP,32.0
119686,64719,2020,Mississippi,289,Mason-Dixon Polling & Research Inc.,"","",Mason-Dixon Polling & Research Inc.,197,Mason-Dixon Polling & Research Inc.,B+,625,rv,rv,Live Phone,U.S. President,0,,2/26/20,2/28/20,,"",false,,,false,false,3/5/20 08:16,,https://www.scribd.com/document/450298837/Mason-Dixon-March-2020-Poll,general,Biden,Joseph R. Biden Jr.,DEM,41.0
119686,64719,2020,Mississippi,289,Mason-Dixon Polling & Research Inc.,"","",Mason-Dixon Polling & Research Inc.,197,Mason-Dixon Polling & Research Inc.,B+,625,rv,rv,Live Phone,U.S. President,0,,2/26/20,2/28/20,,"",false,,,false,false,3/5/20 08:16,,https://www.scribd.com/document/450298837/Mason-Dixon-March-2020-Poll,general,Trump,Donald Trump,REP,56.0
119687,64719,2020,Mississippi,289,Mason-Dixon Polling & Research Inc.,"","",Mason-Dixon Polling & Research Inc.,197,Mason-Dixon Polling & Research Inc.,B+,625,rv,rv,Live Phone,U.S. President,0,,2/26/20,2/28/20,,"",false,,,false,false,3/5/20 08:16,,https://www.scribd.com/document/450298837/Mason-Dixon-March-2020-Poll,general,Sanders,Bernard Sanders,DEM,36.0
119687,64719,2020,Mississippi,289,Mason-Dixon Polling & Research Inc.,"","",Mason-Dixon Polling & Research Inc.,197,Mason-Dixon Polling & Research Inc.,B+,625,rv,rv,Live Phone,U.S. President,0,,2/26/20,2/28/20,,"",false,,,false,false,3/5/20 08:16,,https://www.scribd.com/document/450298837/Mason-Dixon-March-2020-Poll,general,Trump,Donald Trump,REP,59.0
119882,64790,2020,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C+,648,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/10/20 13:40,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,general,Bloomberg,Michael Bloomberg,DEM,55.0
119882,64790,2020,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C+,648,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/10/20 13:40,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,general,Trump,Donald Trump,REP,45.0
119883,64790,2020,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C+,648,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/10/20 13:40,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,general,Sanders,Bernard Sanders,DEM,54.0
119883,64790,2020,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C+,648,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/10/20 13:40,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,general,Trump,Donald Trump,REP,46.0
119884,64790,2020,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C+,648,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/10/20 13:40,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,general,Biden,Joseph R. Biden Jr.,DEM,55.0
119884,64790,2020,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C+,648,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/10/20 13:40,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,general,Trump,Donald Trump,REP,45.0
119885,64790,2020,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C+,648,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/10/20 13:40,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,general,Warren,Elizabeth Warren,DEM,51.0
119885,64790,2020,,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C+,648,rv,rv,Online,U.S. President,0,,2/26/20,2/28/20,11/3/20,"",false,,,false,false,3/10/20 13:40,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,general,Trump,Donald Trump,REP,49.0
119270,64622,2020,South Carolina,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,,1100,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,2/28/20 18:55,"",https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,general,Sanders,Bernard Sanders,DEM,42.4
119270,64622,2020,South Carolina,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,,1100,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,2/28/20 18:55,"",https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,general,Trump,Donald Trump,REP,48.2
119271,64622,2020,South Carolina,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,,1100,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,2/28/20 18:55,"",https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,general,Warren,Elizabeth Warren,DEM,40.7
119271,64622,2020,South Carolina,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,,1100,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,2/28/20 18:55,"",https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,general,Trump,Donald Trump,REP,49.2
119272,64622,2020,South Carolina,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,,1100,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,2/28/20 18:55,"",https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,general,Biden,Joseph R. Biden Jr.,DEM,41.8
119272,64622,2020,South Carolina,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,,1100,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,2/28/20 18:55,"",https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,general,Trump,Donald Trump,REP,47.6
119273,64622,2020,South Carolina,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,,1100,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,2/28/20 18:55,"",https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,general,Buttigieg,Pete Buttigieg,DEM,37.0
119273,64622,2020,South Carolina,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,,1100,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,2/28/20 18:55,"",https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,general,Trump,Donald Trump,REP,47.9
119461,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Biden,Joseph R. Biden Jr.,DEM,45.0
119461,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Trump,Donald Trump,REP,38.0
119462,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Sanders,Bernard Sanders,DEM,44.0
119462,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Trump,Donald Trump,REP,39.0
119463,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Warren,Elizabeth Warren,DEM,42.0
119463,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Trump,Donald Trump,REP,40.0
119464,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Buttigieg,Pete Buttigieg,DEM,41.0
119464,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Trump,Donald Trump,REP,38.0
119465,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Klobuchar,Amy Klobuchar,DEM,39.0
119465,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Trump,Donald Trump,REP,37.0
119466,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Bloomberg,Michael Bloomberg,DEM,43.0
119466,64670,2020,Virginia,999,Hampton University,"","",Hampton University,131,Hampton University,B/C,768,rv,rv,Online,U.S. President,0,,2/25/20,2/28/20,11/3/20,"",false,,,false,false,3/3/20 00:21,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,general,Trump,Donald Trump,REP,38.0
119249,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 14:44,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Sanders,Bernard Sanders,DEM,48.0
119249,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 14:44,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Trump,Donald Trump,REP,42.0
119250,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 14:44,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Biden,Joseph R. Biden Jr.,DEM,50.0
119250,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 14:44,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Trump,Donald Trump,REP,41.0
119360,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,3/2/20 09:29,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Bloomberg,Michael Bloomberg,DEM,43.0
119360,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,3/2/20 09:29,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Trump,Donald Trump,REP,41.0
119361,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,3/2/20 09:29,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Buttigieg,Pete Buttigieg,DEM,46.0
119361,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,3/2/20 09:29,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Trump,Donald Trump,REP,43.0
119362,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,3/2/20 09:29,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Warren,Elizabeth Warren,DEM,47.0
119362,64617,2020,,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B-,1662,rv,rv,Online,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,3/2/20 09:29,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,general,Trump,Donald Trump,REP,43.0
119296,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Sanders,Bernard Sanders,DEM,37.0
119296,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Trump,Donald Trump,REP,52.0
119297,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Biden,Joseph R. Biden Jr.,DEM,42.0
119297,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Trump,Donald Trump,REP,52.0
119298,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Bloomberg,Michael Bloomberg,DEM,39.0
119298,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Trump,Donald Trump,REP,51.0
119299,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Warren,Elizabeth Warren,DEM,35.0
119299,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,11/3/20,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Trump,Donald Trump,REP,53.0
119300,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Buttigieg,Pete Buttigieg,DEM,37.0
119300,64628,2020,Missouri,1056,Remington Research Group,421,Missouri Scout,Remington Research Group,279,Remington Research Group,C-,1050,lv,lv,Automated Phone,U.S. President,0,,2/26/20,2/27/20,,"",false,,,false,false,2/29/20 10:06,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,general,Trump,Donald Trump,REP,52.0
119253,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Sanders,Bernard Sanders,DEM,47.0
119253,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Trump,Donald Trump,REP,41.0
119254,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Biden,Joseph R. Biden Jr.,DEM,46.0
119254,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Trump,Donald Trump,REP,42.0
119255,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Bloomberg,Michael Bloomberg,DEM,43.0
119255,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Trump,Donald Trump,REP,42.0
119256,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Buttigieg,Pete Buttigieg,DEM,43.0
119256,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Trump,Donald Trump,REP,42.0
119257,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Warren,Elizabeth Warren,DEM,42.0
119257,64620,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,6117,rv,rv,Online,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,2/28/20 15:26,,https://morningconsult.com/2020-democratic-primary/,general,Trump,Donald Trump,REP,43.0
119332,64639,2020,North Carolina,1205,Marist College,132,NBC News,Marist College,183,Marist College,A+,2120,rv,rv,Live Phone,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,3/1/20 08:59,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-NC-NOS-and-Tables_2002281453.pdf,general,Sanders,Bernard Sanders,DEM,48.0
119332,64639,2020,North Carolina,1205,Marist College,132,NBC News,Marist College,183,Marist College,A+,2120,rv,rv,Live Phone,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,3/1/20 08:59,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-NC-NOS-and-Tables_2002281453.pdf,general,Trump,Donald Trump,REP,46.0
119333,64639,2020,North Carolina,1205,Marist College,132,NBC News,Marist College,183,Marist College,A+,2120,rv,rv,Live Phone,U.S. President,0,,2/23/20,2/27/20,11/3/20,"",false,,,false,false,3/1/20 08:59,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-NC-NOS-and-Tables_2002281453.pdf,general,Biden,Joseph R. Biden Jr.,DEM,49.0
